,ID,TEMPORADA,AMBITO,CODREG,CODPROV,CODCOM,NUMERO,NOMBRE_INC,UTM_ESTE,UTM_NORTE,INICIO_C,COMBUSTI_I,CAUSA_GENE,CAUSA_ESPE,PINO_0010,PINO11_17,PINO_18MAS,EUCALIPTO,OTRAS_PLAN,TOTAL_PLAN,ARBOLADO,MATORRAL,PASTIZAL,TOTAL_VEG,AGRICOLA,DESECHOS,TOTAL_OTRA,SUP_T_A,geometry
20,1180.0,2015,Empresa,07,071,07103,556.0,Ab-15 El Carmen,767836.0,6097172.0,,,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.7,POINT (221796.9143000003 6096858.5585)
21,1181.0,2015,Empresa,07,071,07102,561.0,Montanilla Avila,762389.0,6090021.0,,,Tránsito De Personas  Vehículos O Aeronaves,1.7.1. Uso de fuego por transeúntes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03,POINT (216791.7220999999 6089390.5193)
22,1182.0,2015,Empresa,07,071,07104,567.0,Cuyuname,755235.0,6047662.0,,,Tránsito De Personas  Vehículos O Aeronaves,1.7.1. Uso de fuego por transeúntes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,0.0,3.8,POINT (212225.42239999957 6046667.2955)
23,1186.0,2015,Empresa,07,071,07102,11.0,Quebrada Honda - Sta Amelia Oriente,734168.0,6077231.0,,Desechos,Faenas Forestales,1.1.2. Quema ilegal de desechos de cosecha forestal (quema para reforestación),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.025,0.0,0.0,0.0,0.025,POINT (189388.76389999967 6074909.0099)
24,1187.0,2015,Empresa,07,071,07102,13.0,Sta Marta- N,738818.0,6080284.0,,,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,POINT (193847.11039999966 6078240.1261)
25,1188.0,2015,Empresa,07,072,07201,14.0,Camarico Acevedo,750580.0,6024599.0,Camino principal,Matorral,Faenas Forestales,1.1.2. Quema ilegal de desechos de cosecha forestal (quema para reforestación),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.6,POINT (208990.65419999976 6023356.8433)
26,1189.0,2015,Empresa,07,072,07201,15.0,Millaco,731240.0,6008782.0,,Desechos,Faenas Agrícolas Y Pecuarias,1.2.4. Quema ilegal con otros fines agrícola (quema sanitaria  otras),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,POINT (190652.7673000004 6006373.6652)
27,1192.0,2015,Empresa,07,072,07202,36.0,San Ramon Sanchez Conv.2017,730313.0,6041404.0,,,Accidentes Eléctricos,1.9.1. Corte de cable eléctrico por caída de rama (excepto por faena forestal),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,POINT (187723.1928000003 6038894.5796)
28,1193.0,2015,Empresa,07,073,07303,40.0,El Bolson,763693.0,6125362.0,,,Faenas Forestales,1.1.19. Chispa  maquinaria en faena forestal (skidder  tractor  vehículo liviano y pesado),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,POINT (215963.09100000001 6124750.7635)
29,1194.0,2015,Empresa,07,074,07406,41.0,Quebrada El Membrillo,759128.0,6056636.0,Camino secundario,Pastizal,Accidentes Eléctricos,1.9.4. Corte de cable por otro accidente o acción no clasificada,0.0,4.5,0.0,0.0,0.0,4.5,0.0,2.0,3.0,5.0,0.0,0.0,0.0,9.5,POINT (215564.21659999993 6055863.9054)
30,1195.0,2015,Empresa,07,071,07102,47.0,El Parron 2-N,759031.0,6098138.0,,,Faenas Forestales,1.1.22. Otros incendios por faenas forestales no clasificadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.06,POINT (212948.4972000001 6097290.9512)
31,1199.0,2015,Empresa,07,071,07102,74.0,Los Cruceros Felix,735367.0,6084446.0,,,Tránsito De Personas  Vehículos O Aeronaves,1.7.1. Uso de fuego por transeúntes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,1.2,POINT (190148.37459999975 6082187.1317)
32,1200.0,2015,Empresa,07,072,07203,75.0,Polhuin,723605.0,6033651.0,,,Faenas Forestales,1.1.14. Quema ilegal con otros fines forestales (quema sanitaria  manejo de vida silvestre  etc.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,POINT (181498.81219999958 6030740.5848)
33,1201.0,2015,Empresa,07,071,07102,76.0,Sta Marta- N,738568.0,6080353.0,Faenas forestales,Otros,Quema De Desechos,1.8.2. Quema legal de aserrín o aserrín encendido,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,POINT (193593.27049999963 6078293.8605)
34,1203.0,2015,Empresa,07,071,07102,92.0,La Carmiña,746424.0,6074003.0,,Pastizal,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,POINT (201823.48699999973 6072430.0126)
35,1204.0,2015,Empresa,07,071,07102,120.0,Canelillos Valdez,759261.0,6059760.0,,Plantación pino,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,POINT (215506.5867999997 6058990.7335)
36,1205.0,2015,Empresa,07,072,07201,123.0,Santa Cruz,746641.0,6030941.0,Camino secundario,Pastizal,Operaciones En Vías Férreas,1.5.4. Chispa o corte de cables de tendido eléctrico de línea férrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.45,0.65,0.0,0.0,0.0,0.65,POINT (204668.71210000012 6029447.0539)
37,1206.0,2015,Empresa,07,074,07406,125.0,Canelillos Valdez,759560.0,6059122.0,Sendero,,Incendios Intencionales,2.1.1. Pirómano (insano mental que disfruta del fuego),0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.6,0.6,0.0,0.0,0.0,1.1,POINT (215843.95600000024 6058372.0311)
38,1207.0,2015,Empresa,07,074,07406,145.0,El Cerro N,767081.0,6039046.0,,,Faenas Agrícolas Y Pecuarias,1.2.2. Quema ilegal de desechos agrícolas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,1.2,POINT (224577.7008999996 6038790.5542)
39,1209.0,2015,Empresa,07,072,07201,176.0,Tabolguen - San Javier,733467.0,6022657.0,,Arbolado natural,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.1,POINT (192022.69919999968 6020366.4992)
40,1213.0,2015,Empresa,07,071,07104,330.0,Buena Vista,744271.0,6057577.0,Sendero,Plantación pino,Incendios De Causa Desconocida,4.1.2. No determinada (la causa no es investigada),0.0,0.05,1.3,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,POINT (200673.47780000046 6055897.5316)
41,1215.0,2015,Empresa,07,072,07201,358.0,Tabolguen - San Javier,733916.0,6023700.0,Faenas forestales,Plantación pino,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,25.0,610.0,20.0,0.0,655.0,70.0,25.0,0.0,95.0,0.0,0.0,0.0,750.0,POINT (192406.98340000026 6021435.6347)
42,1216.0,2015,Empresa,07,071,07102,368.0,San Ramon,739697.0,6078195.0,,,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,POINT (194851.67069999967 6076207.3936)
43,1219.0,2015,Empresa,07,071,07102,412.0,Chacarillas,734418.0,6086414.0,Camino principal,Matorral,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.02,POINT (189081.34499999974 6084094.9884)
44,1220.0,2015,Empresa,07,072,07202,420.0,San Ramon Sanchez,731442.0,6042300.0,,,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,POINT (188795.85020000022 6039858.4832)
45,1221.0,2015,Empresa,07,073,07309,423.0,San Carlos,772995.0,6131628.0,,,Tránsito De Personas  Vehículos O Aeronaves,1.7.1. Uso de fuego por transeúntes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,POINT (224873.10199999996 6131564.041)
46,1223.0,2015,Empresa,07,071,07104,471.0,Purapel,766132.0,6045121.0,Sendero,,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,2.9,0.0,0.0,0.0,2.9,POINT (223258.90240000002 6044796.5334)
47,1224.0,2015,Empresa,07,071,07103,479.0,Piragua Jara,763048.0,6110082.0,,,Incendios Naturales,3.1.1. Caída de rayo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.04,POINT (216238.2226999998 6109457.5137)
48,1225.0,2015,Empresa,07,072,07203,480.0,Cayurranquil-Cbb,714427.0,6019786.0,,,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,8.3,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,POINT (173183.35879999958 6016328.4436)
49,1226.0,2015,Empresa,07,072,07202,495.0,Cc-17 Sn Ramon Sanchez-Ssjt,724527.0,6040288.0,,,Incendios Intencionales,2.1.1. Pirómano (insano mental que disfruta del fuego),0.0,2.15,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,POINT (182012.96860000025 6037425.7948)
50,1227.0,2015,Empresa,07,071,07102,212070530.0,Los Culenes 2,736331.0,6082694.0,,,Operaciones En Vías Férreas,1.5.4. Chispa o corte de cables de tendido eléctrico de línea férrea,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,POINT (191217.31799999997 6080495.9462)
51,1228.0,2015,Empresa,07,071,07102,212070581.0,La Carmna,747024.0,6075621.0,,,Tránsito De Personas  Vehículos O Aeronaves,1.7.1. Uso de fuego por transeúntes,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,POINT (202324.3035000004 6074082.0276)
52,1229.0,2015,Empresa,07,072,07201,212070660.0,El Castillo Conv.2017,736916.0,6022797.0,,,Tránsito De Personas  Vehículos O Aeronaves,1.7.1. Uso de fuego por transeúntes,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,POINT (195458.21600000001 6020718.2474)
53,1236.0,2015,Empresa,07,072,07201,212070781.0,Piedra Hermosa,728283.0,5996975.0,,,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,POINT (188428.56319999974 5994400.3108)
54,1237.0,2015,Empresa,07,071,07103,212070785.0,Montana Las Condes,742441.0,6015235.0,,,Incendios De Causa Desconocida,4.1.2. No determinada (la causa no es investigada),0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,POINT (201440.0689000003 6013507.1933)
55,1239.0,2015,Empresa,07,074,07406,212070807.0,Canelillos Valdes,759537.0,6058827.0,,,Incendios Intencionales,2.1.1. Pirómano (insano mental que disfruta del fuego),0.0,0.0,0.0,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,POINT (215838.97169999965 6058076.129)
56,1241.0,2015,Empresa,07,072,07201,212070867.0,Cayurranquil,709997.0,6021518.0,,,Quema De Desechos,1.8.1. Quema de basuras  desechos vegetales u otros no clasificados (distintos de vertederos o basurales autorizados),0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,POINT (168651.75320000015 6017786.0322)
57,1244.0,2015,Empresa,07,072,07201,212070956.0,Los Placeres Conv.2020,731901.0,6015766.0,,,Quema De Desechos,1.8.1. Quema de basuras  desechos vegetales u otros no clasificados (distintos de vertederos o basurales autorizados),0.0,0.0,0.0,0.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,POINT (190882.67599999998 6013388.7396)
58,1247.0,2015,Empresa,07,071,07102,212070976.0,Maria Jose,729647.0,6075068.0,,,Tránsito De Personas  Vehículos O Aeronaves,1.7.1. Uso de fuego por transeúntes,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,POINT (185005.04200000037 6072474.2041)
59,1248.0,2015,Empresa,07,072,07201,212070978.0,San Javier,733492.0,6020936.0,,,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,POINT (192153.44739999995 6018649.4338)
60,1251.0,2015,Empresa,07,071,07102,212071193.0,El Guanaco 2,738725.0,6072053.0,,,Faenas Forestales,1.1.20. Incendio de maquinaria en faena forestal (camión  skidder  motosierra  aserradero),0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,POINT (194254.14910000004 6070014.9543)
61,1252.0,2015,Empresa,07,071,07102,212071196.0,Las Canas De Buena Vista,732705.0,6079211.0,,,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,POINT (187807.4813000001 6076797.5706)
62,1255.0,2015,Empresa,07,071,07102,212071224.0,Sta. Amelia Oriente,733819.0,6080323.0,,,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,POINT (188852.52359999996 6077975.7201)
63,1257.0,2015,Empresa,07,071,07102,212071236.0,Las Canas De Buena Vista,732922.0,6078805.0,,,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,POINT (188048.84279999975 6076405.2758)
64,1258.0,2015,Empresa,07,071,07104,212071241.0,El Cardon,747301.0,6057386.0,,,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,POINT (203710.54389999993 6055891.576)
65,1259.0,2015,Empresa,07,071,07104,212071243.0,El Cardon,747444.0,6058893.0,,,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,POINT (203761.45100000035 6057404.9853)
66,1260.0,2015,Empresa,07,071,07104,212071244.0,Buena Vista-N,745915.0,6057363.0,,,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,POINT (202328.05680000037 6055784.0985)
67,1261.0,2015,Empresa,07,071,07102,212071309.0,Purapel,754629.0,6066123.0,,,Incendios De Causa Desconocida,4.1.2. No determinada (la causa no es investigada),0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,POINT (210494.81180000026 6065061.1752)
68,1263.0,2015,Empresa,07,072,07201,212071385.0,San Antonio Conv.2018,757467.0,6012443.0,,,Tránsito De Personas  Vehículos O Aeronaves,1.7.1. Uso de fuego por transeúntes,0.0,0.0,0.0,0.0,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,POINT (216613.5440999996 6011644.5836)
69,1266.0,2015,Empresa,07,074,07406,13.0,El Lingue,756730.0,6057613.0,,,Faenas Agrícolas Y Pecuarias,1.2.9. Uso de fuego en zonas de faenas agropecuarias (alimentación y calefacción),0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,POINT (213110.6679999996 6056693.0758)
70,1267.0,2015,Empresa,07,072,07201,228.0,Santa Filomena/Porongo,736988.0,6018221.0,Sendero,Pastizal,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,6.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,POINT (195811.43879999965 6016153.2683)
71,1270.0,2015,Empresa,07,072,07201,329.0,Molco,743766.0,6025808.0,,,Tránsito De Personas  Vehículos O Aeronaves,1.7.1. Uso de fuego por transeúntes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,POINT (202113.1216000002 6024145.5416)
72,1272.0,2015,Empresa,07,071,07103,362.0,Palhuen La Montaña,770193.0,6098150.0,,,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,0.0,0.0,0.58,POINT (224090.6568 6097977.2108)
73,1274.0,2015,Empresa,07,072,07202,399.0,Los Pinos -CBB,733155.0,6042409.0,Casa o refugio,Pastizal,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,POINT (190499.8655000003 6040072.1616)
74,1276.0,2015,Empresa,07,072,07201,423.0,El Mirador-Cbb,727189.0,6006113.0,,,Faenas Agrícolas Y Pecuarias,1.2.10. Otros incendios por faenas agropecuarias no clasificadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,POINT (186771.83330000006 6003458.4898)
75,1277.0,2015,Empresa,07,072,07201,449.0,La Chiripa,734770.0,6006807.0,,,Tránsito De Personas  Vehículos O Aeronaves,1.7.1. Uso de fuego por transeúntes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,POINT (194299.5711000003 6004619.0735)
76,1278.0,2015,Empresa,07,071,07102,453.0,Villa Palermo,756094.0,6080333.0,Sendero,Plantación eucaliptus,Incendios Intencionales,2.1.11. Otros intencionales no clasificados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,POINT (211094.1347000003 6079337.1632)
77,1280.0,2015,Empresa,07,073,07309,476.0,Alto Del Puerto,770556.0,6137653.0,Sendero,Matorral,Tránsito De Personas  Vehículos O Aeronaves,1.7.1. Uso de fuego por transeúntes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.07,POINT (222077.44790000003 6137432.2924)
78,1282.0,2015,Empresa,07,071,07102,495.0,Sta Catalina,755385.0,6067861.0,,,Tránsito De Personas  Vehículos O Aeronaves,1.7.1. Uso de fuego por transeúntes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,POINT (211143.85030000005 6066842.3477)
79,1287.0,2015,Conaf,07,072,07203,1.0,Salto De Agua Alto,709581.0,6017375.0,Camino secundario,Plantación pino,Accidentes Eléctricos,1.9.3. Corte de cable por caída de tendido eléctrico o postación,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,POINT (168491.11450000014 6013621.9185)
80,1288.0,2015,Conaf,07,072,07202,2.0,Buen  Retiro,725699.0,6043342.0,Sendero,Pastizal,Tránsito De Personas  Vehículos O Aeronaves,1.7.1. Uso de fuego por transeúntes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,0.0,0.0,0.0,0.5,POINT (182996.55879999977 6040547.6971)
